,Unnamed: 0,species,id,name,sex,accuracy,birthYear,acquisition,originDate,originLocation,transfers,currently,status,statusDate,COD,entryDate,timespent
565,566,Bottlenose,"NOA0000148, IDR-78-1",Rosetta,F,actual,1978,Born,1978-05-06,Dolphin Research Center,,Dolphin Research Center,Died,1982-03-28,depression of bone marrow,1978-05-06,1422.0
566,567,Bottlenose,"NOA0001794, #4 (Cedar Point)",Breeze,F,estimate,1978,Capture,1980-01-13,Florida Keys,Florida Keys to Miami Seaquarium (13-Jan-1980) to Cedar Point (05-May-1980) to Dolphin Research Center (31-Mar-1998),Dolphin Research Center,Died,1998-06-28,liver failure,1980-01-13,6741.0
567,568,Bottlenose,"NOA0003416, F3 (Collector's ID)",Ubie,F,estimate,1975,Capture,1980-07-16,"Gulf of Mexico, FL?","Florida, Gulf Coast? to Marine Animal Productions (16-Jul-1980) to Dolphin Research Center (03-Nov-1980)",Dolphin Research Center,Died,1983-07-22,undetermined,1980-07-16,1101.0
568,569,Bottlenose,"NOA0004404, AZA 189, TT402",Kibby,M,estimate,1977,Capture,1981-04-22,"Texas, Gulf of Mexico","Texas, Gulf of Mexico to Sea-Arama Marineworld (22-Apr-1981) to National Aquarium in Baltimore (01-Aug-1981) to Dolphin Research Center (21-Nov-1981) to National Aquarium in Baltimore (??-Jun-1982) to Dolphin Research Center (11-Aug-1982)",Dolphin Research Center,Died,2013-01-25,viventricular heart failure with (apparent) acute decompensation,1981-04-22,11601.0
569,570,Bottlenose,"NOA0004409, AZA 188, TT 403",Aphrodite,F,estimate,1977,Capture,1981-07-15,"Texas, Gulf of Mexico","Texas, Gulf of Mexico to Sea-Arama Marineworld (15-Jul-1981) to National Aquarium in Baltimore (01-Aug-1981) to Dolphin Research Center (21-Nov-1981) to National Aquarium in Baltimore (??-Jun-1982) to Dolphin Research Center (11-Aug-1982)",Dolphin Research Center,Died,2000-05-08,-,1981-07-15,6872.0
570,571,Bottlenose,"NOA0004389, AZA 1029, IDR-81-1",Annessa,M,actual,1981,Born,1981-09-25,Dolphin Research Center,,Dolphin Research Center,Escaped,1992-08-23,-,1981-09-25,3985.0
571,572,Bottlenose,"NOA0004421,",Cindy,F,estimate,1977,Capture,1981-10-30,"Atlantic Ocean, FL","Florida, Atlantic Ocean to Ocean World Ft Lauderdale (30-Oct-1981) to Dolphin Research Center (28-Jun-1994)",Dolphin Research Center,Died,2000-01-17,multifactoral,1981-10-30,6653.0
572,573,Bottlenose,"NOA0000153, AZA ????, IDR-82-1",Jonah,M,actual,1982,Born,1982-01-02,Dolphin Research Center,,Dolphin Research Center,Died,1982-11-02,adrenal cortical atrophy,1982-01-02,304.0
573,574,Bottlenose,"NOA0004390, IDR-82-2",Nai'a'ili,M,estimate,,Rescue,1982-09-08,Florida Keys,Florida Keys to Dolphin Research Center (08-Sep-1982),Dolphin Research Center,Died,1987-06-24,"pulmonary, hepatic and myocardial",1982-09-08,1750.0
574,575,Bottlenose,NOA0004397,Captain,M,estimate,1980,Capture,1984-02-24,Florida Keys,Florida Keys to Dolphin Research Center (24-Feb-1984),Dolphin Research Center,Died,1985-06-22,meningitis and liver complications,1984-02-24,484.0
575,576,Bottlenose,"NOA0004395, DRC-BC 84-2",Tai,M,actual,,Born,1984-04-11,Dolphin Research Center,,Dolphin Research Center,Died,1985-08-07,-,1984-04-11,483.0
576,577,Bottlenose,NOA0002128,Mimi's Calf,F,actual,1984,Born,1984-09-28,Dolphin Research Center,,Dolphin Research Center,Died,1984-10-10,salmonella,1984-09-28,12.0
577,578,Bottlenose,NOA0002125,Aphro's Calf,F,actual,1985,Born,1985-05-18,Dolphin Research Center,,Dolphin Research Center,Died,1985-05-23,salmonella,1985-05-18,5.0
578,579,Bottlenose,"NOA0004399, AZA ????, DRC-BC-85-1",Halley,M,actual,1985,Born,1985-08-15,Dolphin Research Center,,Dolphin Research Center,Died,1987-12-21,"multiple lacerations, etc.",1985-08-15,858.0
579,580,Bottlenose,"NOA0004402, AZA ????, S86F-3",Captiva,F,estimate,1983,Capture,1986-09-12,Florida Keys,Florida Keys to Dolphin Research Center (12-Sep-1986),Dolphin Research Center,Died,1989-10-21,multi-organ functional compromise,1986-09-12,1135.0
580,581,"Spotted, Atlantic","NOA0004423, SWF-SF-8691B",Stanley,M,estimate,,Rescue,1986-10-30,"Shell Island, FL, US","Shell Island, Florida to SeaWorld Orlando (30-Oct-1986) to Dolphin Research Center (02-Feb-1995)",Dolphin Research Center,Died,1998-02-06,regenerative anemia,1986-10-30,4117.0
581,582,Bottlenose,"NOA0004401, DRC-BC-86-2",Calf ,M,actual,1986,Born,1986-12-23,Dolphin Research Center,,Dolphin Research Center,Died,1987-01-05,neonatal lung dysfunction,1986-12-23,13.0
582,583,"Spotted, Pantropical","NOA0004406, DRC-87-3",Dart,F,estimate,,Rescue,1987-10-24,Lower Matecumbe Key,Lower Matecumbe Key to Dolphin Research Center (24-Oct-1987),Dolphin Research Center,Died,1990-11-09,multifactorial,1987-10-24,1112.0
583,584,Bottlenose,"NOA0004408, AZA 1032, DRC-BC-87-7",Omega,F,actual,1987,Born,1987-11-20,Dolphin Research Center,,Dolphin Research Center,Died,1991-10-31,pneumonia,1987-11-20,1441.0
584,585,Bottlenose,"NOA0004407, DRC-BC-88-1",Calf ,M,actual,1988,Born,1988-03-21,Dolphin Research Center,,Dolphin Research Center,Died,1988-09-12,pancreatitis,1988-03-21,175.0
585,586,Bottlenose,"NOA0004412, DRC-BC-88-9",Calf ,F,actual,1988,Stillbirth,1988-12-10,Dolphin Research Center,,Dolphin Research Center,Stillbirth,1988-12-10,premature/stillbirth,1988-12-10,0.0
586,587,Bottlenose,"NOA0004411, DRC-BC-89-1",Calf ,M,actual,1989,Born,1989-01-01,Dolphin Research Center,,Dolphin Research Center,Died,1989-01-08,probably multifactorial,1989-01-01,7.0
587,588,Bottlenose,"NOA0004463,",Buckbuk,M,estimate,1981,Capture,1989-08-07,"Atlantic Ocean, FL?","Florida, Atlantic Ocean? to U.S. Navy MMP (07-Aug-1989) to Sugarloaf Dolphin Sanctuary (30-Nov-1994) to Near Key West (23-May-1996) to Florida Keys (04-Jun-1996) to Dolphin Research Center (04-Jun-1996)",Dolphin Research Center,Died,1999-06-20,-,1989-08-07,3604.0
588,589,Bottlenose,"NOA0004415, AZA 1038, DRC-BC-90-5",Little Bit's Calf,F,actual,1990,Stillbirth,1990-05-28,Dolphin Research Center,,Dolphin Research Center,Stillbirth,1990-05-28,extremely prolonged labor,1990-05-28,0.0
589,590,Bottlenose,"NOA0004419, AZA 1060, DRC-BC-92-23",Aphro's Calf,M,actual,1992,Stillbirth,1992-11-23,Dolphin Research Center,,Dolphin Research Center,Stillbirth,1992-11-23,premature/stillbirth,1992-11-23,0.0
590,591,Bottlenose,"NOA0004420, DRC-BC-93-10",Theresa's Calf,F,actual,1993,Born,1993-10-06,Dolphin Research Center,,Dolphin Research Center,Died,1994-05-27,gastric/foreign body impaction,1993-10-06,233.0
591,592,Bottlenose,"NOA0004422, AZA 1068, DRC-BC-94-06",Picara,F,actual,1994,Born,1994-09-02,Dolphin Research Center,,Dolphin Research Center,Died,1995-07-05,pancreatitis,1994-09-02,306.0
592,593,Bottlenose,"NOA0005726, AZA 627, DRC-BC-97-02",Theresa's Calf,F,actual,1997,Born,1997-06-18,Dolphin Research Center,,Dolphin Research Center,Died,1997-09-16,-,1997-06-18,90.0
593,594,Bottlenose,"DRC-BC-01-02, AZA 1083",Destiny,F,actual,2001,Born,2001-03-07,Dolphin Research Center,,Dolphin Research Center,Died,2001-03-13,-,2001-03-07,6.0
594,595,Bottlenose,"NOA0005955, AZA 1085, DRC-BC-01-03",Havana,M,actual,2001,Born,2001-03-20,Dolphin Research Center,,Dolphin Research Center,Died,2001-06-02,pneumonia,2001-03-20,74.0
595,596,Bottlenose,AZA 1090,Aleta's Calf,F,actual,2002,Born,2002-04-04,Dolphin Research Center,,Dolphin Research Center,Died,2002-04-04,-,2002-04-04,0.0
596,597,Bottlenose,AZA 1091,Molly's Calf,F,actual,2002,Born,2002-04-05,Dolphin Research Center,,Dolphin Research Center,Died,2002-04-23,-,2002-04-05,18.0
597,598,Bottlenose,AZA 1094,Merina's Calf,M,actual,2004,Born,2004-09-23,Dolphin Research Center,,Dolphin Research Center,Died,2004-10-06,-,2004-09-23,13.0
598,599,Bottlenose,AZA 1096,Tursi's Calf,F,actual,2004,Stillbirth,2004-10-28,Dolphin Research Center,,Dolphin Research Center,Stillbirth,2004-10-28,-,2004-10-28,0.0
599,600,Bottlenose,"NOA0006302, AZA 1100, DRC-BC-05-01",Santini's Calf,M,actual,2005,Born,2005-10-24,Dolphin Research Center,,Dolphin Research Center,Died,2005-10-24,-,2005-10-24,0.0
600,601,Bottlenose,"NOA0006368, AZA 1165, DRC-BC-06-01",Ras,M,actual,2006,Born,2006-11-24,Dolphin Research Center,,Dolphin Research Center,Died,2009-12-27,sepsis from gastric impaction (seagrass),2006-11-24,1129.0
601,602,Bottlenose,"NOA0006704, AZA ????, DRC-BC-10-03",Calusa's Calf,U,actual,2010,Born,2010-11-13,Dolphin Research Center,,Dolphin Research Center,Died,2010-11-17,acute bacterial septicemia,2010-11-13,4.0
610,611,Bottlenose,"NOA0001904, AZA 203",Genie,F,estimate,1978,Capture,1981-03-04,Florida Keys,Florida Keys to Dolphins Plus Oceanside (04-Mar-1981) to Dolphins Plus Bayside (11-Jan-1998),Dolphins Plus Bayside,Died,2009-01-28,-,1981-03-04,10192.0
611,612,Bottlenose,"NOA0001908, AZA 266",Spunky,F,estimate,1981,Capture,1985-04-29,Florida Keys,Florida Keys to Dolphins Plus Oceanside (29-Apr-1985) to Dolphins Plus Bayside (25-Jan-1998),Dolphins Plus Bayside,Died,2008-09-26,-,1985-04-29,8551.0
612,613,Bottlenose,"NOA0001913, AZA 315",Dreamer,F,estimate,1983,Capture,1987-04-26,Florida Keys,Florida Keys to Dolphins Plus Oceanside (26-Apr-1987) to Dolphins Plus Bayside (01-Feb-1999),Dolphins Plus Bayside,Died,2002-10-31,Hepatic fibrosis,1987-04-26,5667.0
613,614,Bottlenose,"NOA0001931, AZA 541",Duke,M,actual,1994,Born,1994-07-23,Dolphins Plus Oceanside,Dolphins Plus Oceanside to Dolphins Plus Bayside (23-Jan-1998),Dolphins Plus Bayside,Died,2008-08-28,-,1994-07-23,5150.0
614,615,Bottlenose,"NOA0010050, AZA ????",Nica's Calf,M,actual,2013,Born,2013-06-03,Dolphins Plus Bayside,,Dolphins Plus Bayside,Died,2013-06-05,Twisted gut,2013-06-03,2.0
615,616,Bottlenose,"NOA0001903, AZA 202",Little Bit,M,estimate,1978,Capture,1981-03-02,Florida Keys,Florida Keys to Dolphins Plus (02-Mar-1981),Dolphins Plus Oceanside,Died,2010-11-12,Chronic liver issue (hemochromatosis),1981-03-02,10847.0
616,617,Bottlenose,"NOA0001905, AZA 204",Fonzie,M,estimate,1978,Capture,1981-07-27,Florida Keys,Florida Keys to Dolphins Plus (27-Jul-1981),Dolphins Plus Oceanside,Died,2004-03-11,Anaerobic septicemia,1981-07-27,8263.0
617,618,Bottlenose,NOA0001918,Dinghy's Calf,M,actual,1990,Born,1990-05-24,Dolphins Plus Oceanside,,Dolphins Plus Oceanside,Died,1990-05-24,Patent ductus arteriosus,1990-05-24,0.0
618,619,Bottlenose,NOA0001919,Genie's Calf,M,actual,1991,Born,1991-08-19,Dolphins Plus Oceanside,,Dolphins Plus Oceanside,Died,1991-08-19,Undetermined,1991-08-19,0.0
619,620,Bottlenose,NOA0001921,Spunky's Calf,F,actual,1992,Born,1992-05-31,Dolphins Plus Oceanside,,Dolphins Plus Oceanside,Died,1992-06-04,Undetermined,1992-05-31,4.0
620,621,Bottlenose,NOA0001920,Jessica's Calf,F,actual,1992,Stillbirth,1992-06-04,Dolphins Plus Oceanside,,Dolphins Plus Oceanside,Stillbirth,1992-06-04,-,1992-06-04,0.0
621,622,Bottlenose,NOA0001924,Squirt's Calf,F,actual,1992,Born,1992-12-10,Dolphins Plus Oceanside,,Dolphins Plus Oceanside,Died,1992-12-26,Bacterial pneumonia,1992-12-10,16.0
622,623,Bottlenose,NOA0001925,Nicky's Calf,F,actual,1992,Born,1992-12-18,Dolphins Plus Oceanside,,Dolphins Plus Oceanside,Died,1992-12-20,"Septicemia, probably bacterial",1992-12-18,2.0
623,624,Bottlenose,NOA0001927,Samantha's Calf,M,actual,1993,Born,1993-06-19,Dolphins Plus Oceanside,,Dolphins Plus Oceanside,Died,1993-06-24,Severe liver disease,1993-06-19,5.0
624,625,Bottlenose,NOA0001926,Sarah's Calf,F,actual,1993,Born,1993-06-24,Dolphins Plus Oceanside,,Dolphins Plus Oceanside,Died,1993-06-24,"Weakness, disorientation",1993-06-24,0.0
625,626,Bottlenose,NOA0001930,Dreamer's Calf,M,actual,1994,Born,1994-07-23,Dolphins Plus Oceanside,,Dolphins Plus Oceanside,Died,1994-07-28,-,1994-07-23,5.0
626,627,Bottlenose,NOA0001933,Squirt's Calf,F,actual,1994,Born,1994-08-12,Dolphins Plus Oceanside,,Dolphins Plus Oceanside,Died,1994-09-14,"Septicemia, respiratory abscess",1994-08-12,33.0
627,628,Bottlenose,NOA0005983,Dinghy's Calf,F,actual,1999,Miscarriage,1999-05-29,Dolphins Plus Oceanside,,Dolphins Plus Oceanside,Miscarriage,1999-05-29,-,1999-05-29,0.0
628,629,Bottlenose,NOA0005985,Sarah's Calf,F,actual,1999,Born,1999-07-01,Dolphins Plus Oceanside,,Dolphins Plus Oceanside,Died,1999-07-01,Patent ductus arteriosus,1999-07-01,0.0
629,630,Bottlenose,"NOA0006241, AZA 956",Elvis,M,actual,2004,Born,2004-08-05,Dolphins Plus Oceanside,Dolphins Plus Bayside to Dolphins Plus Oceanside (12-Dec-2007) to Dolphins Plus Bayside (20-Oct-2011) to Dolphins Plus Oceanside (26-Jun-2013),Dolphins Plus Oceanside,Died,2015-06-20,"Possible sepsis, pneumonia",2004-08-05,3971.0
630,631,Bottlenose,"NOA0006374, AZA 1210, 0610 (Harbor Branch), MML-0624, TT0107 (Marine Mammal Conservancy)",Castaway,F,estimate,1988,Rescue,2006-11-10,"Vero Beach, FL","Vero Beach, Florida to Mote Marine Laboratory (10-Nov-2006) to Fort Pierce, Florida (30-Jan-2007) to Fort Pierce, Florida (30-Jan-2007) to Marine Mammal Conservancy (30-Jan-2007) to Dolphins Plus (25-Jul-2007)",Dolphins Plus Oceanside,Died,2010-01-18,-,2006-11-10,1165.0
631,632,Bottlenose,"NOA0006494, AZA ????",Marley,F,actual,2008,Born,2008-08-01,Dolphins Plus Oceanside,,Dolphins Plus Oceanside,Died,2008-08-25,Acute bacterial pneumonia,2008-08-01,24.0
632,633,Bottlenose,"NOA0010098, AZA ????",Calf,M,actual,2013,Born,2013-08-25,Dolphins Plus Oceanside,,Dolphins Plus Oceanside,Died,2013-08-28,-,2013-08-25,3.0
633,634,Bottlenose,NOA0002236,Geno,M,estimate,,Capture,1985-01-24,Florida,"Florida, unknown to EPCOT Center (24-Jan-1985)",EPCOT The Seas,Died,1985-12-29,death due to anoxia,1985-01-24,339.0
634,635,Bottlenose,NOA0002238,Toby,M,estimate,1981,Capture,1985-01-24,Florida,"Florida, Unknown to EPCOT Center (24-Jan-1985)",EPCOT The Seas,Died,2002-05-10,bacterial septicemia,1985-01-24,6315.0
635,636,Bottlenose,NOA0002237,Tyke,M,estimate,,Capture,1985-01-24,Florida,"Florida, unknown to EPCOT Center (24-Jan-1985)",EPCOT The Seas,Died,1987-10-06,complications due to osteomyelitis,1985-01-24,985.0
636,637,Bottlenose,NOA0002239,Christie,F,estimate,,Capture,1985-05-02,Florida,"Florida, unknown to EPCOT Center (02-May-1985)",EPCOT The Seas,Died,1987-10-03,cerebellar hemorrhage,1985-05-02,884.0
637,638,Bottlenose,NOA0002240,Katie,F,estimate,1980,Capture,1985-05-08,Florida,"Florida, unknown to EPCOT Center (08-May-1985)",EPCOT The Seas,Died,1990-08-21,persistant thymus gland syndrome,1985-05-08,1931.0
638,639,Beluga,"NOA0000764, AZA 66, 06-665 (New York Aquarium)",Marina,F,estimate,1982,Capture,1987-07-25,"Hudson Bay, Canada","Hudson Bay, Manitoba to New York Aquarium (02-Aug-1987) to Georgia Aquarium (06-Nov-2005)",Georgia Aquarium,Died,2007-12-01,Lysomal storage disease,1987-07-25,7434.0
639,640,Beluga,"NOA0005587, AZA 98, 94-225 (New York Aquarium), M06010 (Georgia Aquarium)",Maris,F,actual,1994,Capture,1994-07-28,New York Aquarium,New York Aquarium to Mystic Aquarium (18-Dec-2002) to New York Aquarium (26-May-2004) to Georgia Aquarium (06-Nov-2005) to SeaWorld San Antonio (05-Oct-2009) to Georgia Aquarium (22-Feb-2010),Georgia Aquarium,Died,2015-10-22,Acute heart failure,1994-07-28,7756.0
640,641,Beluga,"NOA0006291, AZA 85, DL0501 (Georgia Aquarium)",Gasper,M,estimate,1991,Capture,1997-01-01,"Sea of Okhotsk, Russia","Okhotsk Sea, Russia to Utrish (~ 1997) to La Feria de Chapultapec (??-May-1998) to Georgia Aquarium (17-Oct-2005)",Georgia Aquarium,Died,2007-01-02,Euthanasia due to chronic health conditions,2005-10-17,3653.0
641,642,Beluga,"NOA0010375, M150001",Maris' Calf,F,actual,2015,Born,2015-05-10,Georgia Aquarium,,Georgia Aquarium,Died,2015-06-05,"malnutrition due to gastrointestinal inabsorption, multiple congenital lesions including chylous ascites with a secondary viral infection",2015-05-10,26.0
642,643,Bottlenose,TT-669,Sushi,F,estimate,1977,Capture,1984-08-07,"Mississippi, Gulf of Mexico","Mississippi, Gulf of Mexico to Holding, probably MAP (07-Aug-1984) to U.S. Navy MMP (27-Aug-1984) to Gulfarium (16-Sep-1994)",Gulfarium Marine Adventure,Died,1995-09-23,"Ruptured uterus, septic shock",1984-08-07,4064.0
643,644,Bottlenose,TT-670,Tiara,F,estimate,1976,Capture,1984-08-07,"Mississippi, Gulf of Mexico","Mississippi, Gulf of Mexico to Holding, probably MAP (07-Aug-1984) to U.S. Navy MMP (27-Aug-1984) to Gulfarium (16-Sep-1994)",Gulfarium Marine Adventure,Died,1995-11-13,Sepsis,1984-08-07,4115.0
644,645,Bottlenose,"NOA0003758, 880396",Rah,F,estimate,1985,Capture,1988-06-03,"Gulf of Mexico, FL, US","Gulf of Mexico, off Ft. Myers to Holding, Walker's Island (02-Jun-1988)",Indianapolis Zoo,Died,1988-06-05,Drowning,1988-06-03,2.0
645,646,Bottlenose,"NOA0003762, 880400",Phoenix,F,estimate,1985,Capture,1988-06-05,"Gulf of Mexico, FL, US","Gulf of Mexico, off Ft. Myers to Holding, Walker's Island (02-Jun-1988) to Indianapolis Zoo (11-Jan-1989) to Theater of the Sea (26-Oct-1991) to Indianapolis Zoo (08-Apr-1992)",Indianapolis Zoo,Died,2007-06-24,Myelinic edema,1988-06-05,6958.0
646,647,Bottlenose,"NOA0003761, 880399",Shiloh,F,estimate,1985,Capture,1988-06-05,"Gulf of Mexico, FL, US","Gulf of Mexico, off Ft. Myers to Holding, Walker's Island (02-Jun-1988) to Indianapolis Zoo (11-Jan-1989) to Theater of the Sea (26-Oct-1991) to Indianapolis Zoo (08-Apr-1992)",Indianapolis Zoo,Died,1997-05-23,"Sepsis, eosinophilic enteritis",1988-06-05,3274.0
647,648,Bottlenose,"NOA0003763, 880401",Sundance,M,estimate,1985,Capture,1988-06-05,"Gulf of Mexico, FL, US","Gulf of Mexico, off Ft. Myers to Holding, Walker's Island (02-Jun-1988) to Indianapolis Zoo (11-Jan-1989) to Theater of the Sea (26-Oct-1991) to Indianapolis Zoo (08-Apr-1992) to Texas State Aquarium (02-May-2003) to Indianapolis Zoo (29-Jan-2004) to Texas State Aquarium (06-Apr-2004) to SeaWorld San Antonio (22-Sep-2005) to Texas State Aquarium (28-Sep-2005) to Indianapolis Zoo (25-Oct-2005)",Indianapolis Zoo,Died,2010-02-07,"Intra-abdominal abscess, sepsis",1988-06-05,7917.0
648,649,Pseudorca,"NOA0003769, 890135",Tsuki,F,estimate,1983,Capture,1988-12-01,"Taiji, Japan","Hatakejiriwan, Taiji to Holding, Taiji (??-Dec-1988) to Indianapolis Zoo (20-Mar-1989) to Shedd Aquarium (??-Oct-1991) to Indianapolis Zoo (Spring 1992)",Indianapolis Zoo,Died,1992-10-12,Bronchopneumonia,1988-12-01,1411.0
649,650,Bottlenose,"NOA0003772, 930072",Nova's Calf,M,actual,1993,Born,1993-08-15,Indianapolis Zoo,,Indianapolis Zoo,Died,1993-08-15,-,1993-08-15,0.0
650,651,Bottlenose,"NOA0005917, 200132",Ripley's Calf,F,actual,2000,Born,2000-08-30,Indianapolis Zoo,,Indianapolis Zoo,Died,2000-09-14,-,2000-08-30,15.0
651,652,Bottlenose,"NOA0006748, 211026",Nova's Calf,M,actual,2011,Born,2011-06-03,Indianapolis Zoo,,Indianapolis Zoo,Died,2011-06-23,Severe suppurative meningoencephalitis,2011-06-03,20.0
652,653,Bottlenose,"NOA0006826, 212126",Kalei's Calf,M,actual,2012,Born,2012-07-12,Indianapolis Zoo,,Indianapolis Zoo,Died,2012-07-14,Pneumonia and colitis from amniotic aspiration,2012-07-12,2.0
653,654,Bottlenose,"NOA0006828, 212128",Indy's Calf,M,actual,2012,Born,2012-07-14,Indianapolis Zoo,,Indianapolis Zoo,Died,2012-07-19,"Septicemia, immunocomp., pneumonia, colitis",2012-07-14,5.0
654,655,Bottlenose,"NOA0006829, 212135",Nova's Calf,M,actual,2012,Born,2012-08-09,Indianapolis Zoo,,Indianapolis Zoo,Died,2012-08-18,"Brain edema, pneumonia, colitis",2012-08-09,9.0
655,656,Bottlenose,"NOA0010295, 215050",Calf,M,actual,2015,Born,2015-12-30,Indianapolis Zoo,,Indianapolis Zoo,Died,2015-12-30,Hypoxia during labor (breech birth),2015-12-30,0.0
656,657,Bottlenose,AZA 2,Susie,F,estimate,1940,Capture,1949-05-05,"Atlantic Ocean, FL",Florida to Marineland of Florida (05-May-1949),Marineland Florida,Died,1962-09-22,-,1949-05-05,4888.0
658,659,Bottlenose,"NOA0004572, AZA 21, MLF-110",Lilly,F,estimate,1962,Capture,1964-02-01,"Steinhatchee River, FL",Florida to Marineland of Florida (01-Feb-1964),Marineland Florida,Died,2009-02-10,Bilateral bronchial pneumonia,1964-02-01,16446.0
659,660,"River, Amazon","NOA0004567, MLF-162",,U,estimate,1960,Capture,1966-09-01,"Amazon River, Peru","Amazon River, Peru to Marineland of Florida (18-Sep-1966)",Marineland Florida,Died,1975-01-31,gastric blockage,1966-09-01,3074.0
661,662,Bottlenose,"NOA0004573, MLF-216",Vicky,F,estimate,1958,Capture,1968-03-20,Florida,Florida to Marineland of Florida (20-Mar-1968),Marineland Florida,Died,1982-04-08,"Old age, possible heart condition",1968-03-20,5132.0
662,663,Bottlenose,"NOA0004574, AZA 37, MLF-229",Rusty,M,estimate,1966,Capture,1968-04-23,Florida,Florida to Marineland of Florida (23-Apr-1968),Marineland Florida,Died,1989-08-19,Renal disease,1968-04-23,7788.0
663,664,Bottlenose,"NOA0004576, MLF-233",Pancho Ii,M,estimate,1966,Capture,1968-05-01,Florida,Florida to Marineland of Florida (01-May-1968),Marineland Florida,Died,1989-07-08,"Pancreatitis, hepatic lipidosis",1968-05-01,7738.0
664,665,Bottlenose,"NOA0004575, MLF-232",Snoopy,M,estimate,1967,Capture,1968-05-01,Florida,Florida to Marineland of Florida (01-May-1968),Marineland Florida,Died,1982-11-28,Pneumonia,1968-05-01,5324.0
665,666,Bottlenose,"NOA0004577, MLF-237",Splash Iii,M,estimate,1966,Capture,1968-05-31,Florida,Florida to Marineland of Florida (31-May-1968),Marineland Florida,Died,1975-11-20,Pneumonia,1968-05-31,2729.0
668,669,Bottlenose,"NOA0004600, MLF-251",Amber,F,estimate,,Capture,1968-08-23,Florida,Florida to Marineland of Florida (23-Aug-1968),Marineland Florida,Died,1973-02-12,Pneumonia,1968-08-23,1634.0
669,670,Tucuxi,MLF-255,,F,estimate,,Capture,1968-11-04,"Napa River, Peru","Napa River, Peru to Marineland of Florida (12-Nov-1968)",Marineland Florida,Died,1968-12-19,-,1968-11-04,45.0
