,Unnamed: 0,species,id,name,sex,accuracy,birthYear,acquisition,originDate,originLocation,transfers,currently,status,statusDate,COD,entryDate,timespent,count
647,648,Bottlenose,"NOA0003763, 880401",Sundance,M,estimate,1985,Capture,1988-06-05,"Gulf of Mexico, FL, US","Gulf of Mexico, off Ft. Myers to Holding, Walker's Island (02-Jun-1988) to Indianapolis Zoo (11-Jan-1989) to Theater of the Sea (26-Oct-1991) to Indianapolis Zoo (08-Apr-1992) to Texas State Aquarium (02-May-2003) to Indianapolis Zoo (29-Jan-2004) to Texas State Aquarium (06-Apr-2004) to SeaWorld San Antonio (22-Sep-2005) to Texas State Aquarium (28-Sep-2005) to Indianapolis Zoo (25-Oct-2005)",Indianapolis Zoo,Died,2010-02-07,"Intra-abdominal abscess, sepsis",1988-06-05,7917.0,1
648,649,Pseudorca,"NOA0003769, 890135",Tsuki,F,estimate,1983,Capture,1988-12-01,"Taiji, Japan","Hatakejiriwan, Taiji to Holding, Taiji (??-Dec-1988) to Indianapolis Zoo (20-Mar-1989) to Shedd Aquarium (??-Oct-1991) to Indianapolis Zoo (Spring 1992)",Indianapolis Zoo,Died,1992-10-12,Bronchopneumonia,1988-12-01,1411.0,1
656,657,Bottlenose,AZA 2,Susie,F,estimate,1940,Capture,1949-05-05,"Atlantic Ocean, FL",Florida to Marineland of Florida (05-May-1949),Marineland Florida,Died,1962-09-22,-,1949-05-05,4888.0,1
658,659,Bottlenose,"NOA0004572, AZA 21, MLF-110",Lilly,F,estimate,1962,Capture,1964-02-01,"Steinhatchee River, FL",Florida to Marineland of Florida (01-Feb-1964),Marineland Florida,Died,2009-02-10,Bilateral bronchial pneumonia,1964-02-01,16446.0,1
659,660,"River, Amazon","NOA0004567, MLF-162",,U,estimate,1960,Capture,1966-09-01,"Amazon River, Peru","Amazon River, Peru to Marineland of Florida (18-Sep-1966)",Marineland Florida,Died,1975-01-31,gastric blockage,1966-09-01,3074.0,1
661,662,Bottlenose,"NOA0004573, MLF-216",Vicky,F,estimate,1958,Capture,1968-03-20,Florida,Florida to Marineland of Florida (20-Mar-1968),Marineland Florida,Died,1982-04-08,"Old age, possible heart condition",1968-03-20,5132.0,1
662,663,Bottlenose,"NOA0004574, AZA 37, MLF-229",Rusty,M,estimate,1966,Capture,1968-04-23,Florida,Florida to Marineland of Florida (23-Apr-1968),Marineland Florida,Died,1989-08-19,Renal disease,1968-04-23,7788.0,1
663,664,Bottlenose,"NOA0004576, MLF-233",Pancho Ii,M,estimate,1966,Capture,1968-05-01,Florida,Florida to Marineland of Florida (01-May-1968),Marineland Florida,Died,1989-07-08,"Pancreatitis, hepatic lipidosis",1968-05-01,7738.0,1
664,665,Bottlenose,"NOA0004575, MLF-232",Snoopy,M,estimate,1967,Capture,1968-05-01,Florida,Florida to Marineland of Florida (01-May-1968),Marineland Florida,Died,1982-11-28,Pneumonia,1968-05-01,5324.0,1
665,666,Bottlenose,"NOA0004577, MLF-237",Splash Iii,M,estimate,1966,Capture,1968-05-31,Florida,Florida to Marineland of Florida (31-May-1968),Marineland Florida,Died,1975-11-20,Pneumonia,1968-05-31,2729.0,1
668,669,Bottlenose,"NOA0004600, MLF-251",Amber,F,estimate,,Capture,1968-08-23,Florida,Florida to Marineland of Florida (23-Aug-1968),Marineland Florida,Died,1973-02-12,Pneumonia,1968-08-23,1634.0,1
669,670,Tucuxi,MLF-255,,F,estimate,,Capture,1968-11-04,"Napa River, Peru","Napa River, Peru to Marineland of Florida (12-Nov-1968)",Marineland Florida,Died,1968-12-19,-,1968-11-04,45.0,1
670,671,"Pilot, Short-finned","NOA0004569, MLF-270",Moby,M,estimate,1962,Capture,1969-06-02,"Pacific Ocean, CA, US","Pacific Ocean, California to Marineland of the Pacific (02-Jun-1969) to Marineland of Florida (??-???-????)",Marineland Florida,Died,1978-06-05,"Pneumonia, enteritis",1969-06-02,3290.0,1
671,672,Bottlenose,"NOA0004596, MLF-280",Blackie Ii,M,estimate,,Capture,1969-10-14,Florida,"Florida, Atlantic Ocean, off New Smyrna to Marineland of Florida (14-Oct-1969)",Marineland Florida,Died,1973-08-04,-,1969-10-14,1390.0,1
672,673,Bottlenose,"NOA0004579, MLF-291",Liz Iii,F,estimate,1967,Capture,1970-03-13,"Atlantic Ocean, FL, US",Florida to Marineland of Florida (13-Mar-1970),Marineland Florida,Died,1989-06-17,Bronchopneumonia,1970-03-13,7036.0,1
673,674,Bottlenose,"NOA0004578, AZA 57, MLF-290",Mary,F,estimate,1968,Capture,1970-03-13,"Atlantic Ocean, FL, US",Florida to Marineland of Florida (13-Mar-1970),Marineland Florida,Died,2000-03-11,-,1970-03-13,10956.0,1
674,675,Bottlenose,"NOA0004581, AZA 96, MLF-329, MPF-101",Pebbles Iii,F,estimate,1969,Capture,1971-12-11,"Gulf of Mexico, FL, US",Florida to Marineland of Florida (11-Dec-1971),Marineland Florida,Died,2013-05-13,myocardial insufficiency,1971-12-11,15129.0,1
675,676,Bottlenose,"NOA0004580, MLF-328",Sinbad Iv,M,estimate,1970,Capture,1971-12-11,"Gulf of Mexico, FL, US",Florida to Marineland of Florida (11-Dec-1971),Marineland Florida,Died,1975-12-08,-,1971-12-11,1458.0,1
676,677,Bottlenose,"NOA0004583, AZA 84, MLF-333, MPF-102",Chubby,M,estimate,1969,Capture,1971-12-16,"Gulf of Mexico, FL, US",Florida to Marineland of Florida (16-Dec-1971),Marineland Florida,Died,2015-09-22,Euthanasia,1971-12-16,15986.0,1
677,678,"Spotted, Atlantic","NOA0004568, MLF-338",Camelia,F,estimate,1970,Capture,1972-02-29,Florida,Florida to Marineland of Florida (29-Feb-1972),Marineland Florida,Died,1976-11-18,-,1972-02-29,1724.0,1
678,679,"Spotted, Atlantic","NOA0004601, MLF-339",Neona,F,estimate,,Capture,1972-03-13,Florida,Florida to Marineland of Florida (13-Mar-1972),Marineland Florida,Died,1973-11-23,Pneumonia,1972-03-13,620.0,1
679,680,Bottlenose,"NOA0004585, AZA 94, MLF-349",Alvin,M,estimate,1970,Capture,1972-04-27,"Gulf of Mexico, FL, US","Gulf of Mexico, Florida Panhandle to Marineland of Florida (27-Apr-1972)",Marineland Florida,Died,2012-07-09,"Acute myocardial necrosis, hepatic congestion",1972-04-27,14683.0,1
680,681,Bottlenose,"NOA0004584, MLF-347",Flippy V,M,estimate,1970,Capture,1972-04-27,"Gulf of Mexico, FL, US","Gulf of Mexico, Florida Panhandle to Marineland of Florida (27-Apr-1972)",Marineland Florida,Died,1985-11-22,Probable heart failure,1972-04-27,4957.0,1
681,682,Bottlenose,"NOA0004586, MLF-352",Eva,F,estimate,1971,Capture,1972-09-17,Florida,Florida to Marineland of Florida (17-Sep-1972),Marineland Florida,Died,1980-11-11,Chronic ulcerative gastroenteritis,1972-09-17,2977.0,1
682,683,Bottlenose,"NOA0004586, MLF-352",,U,estimate,1971,Capture,1972-09-19,Florida,Florida to Marineland of Florida (19-Sep-1972),Marineland Florida,Died,1973-12-19,Unknown,1972-09-19,456.0,1
683,684,Bottlenose,"NOA0004587, MLF-353",Zippy Iv,M,estimate,1970,Capture,1972-09-19,Florida,Florida to Marineland of Florida (19-Sep-1972),Marineland Florida,Died,1982-05-20,Liver and/or kidney failure,1972-09-19,3530.0,1
684,685,Bottlenose,"NOA0004599, MLF-355",Leslie,F,estimate,1971,Capture,1972-09-23,"Gulf of Mexico, FL, US",Florida to Marineland of Florida (23-Sep-1972),Marineland Florida,Died,1973-12-14,Unknown,1972-09-23,447.0,1
686,687,Bottlenose,"NOA0004598, MLF-359",,U,estimate,,Capture,1972-10-03,Florida,Florida to Marineland of Florida (13-Oct-1972),Marineland Florida,Died,1973-11-27,Pneumonia,1972-10-03,420.0,1
687,688,Bottlenose,"NOA0004591, MLF-365",Jenny,F,estimate,1969,Capture,1972-10-18,Florida,Florida to Marineland of Florida (18-Oct-1972),Marineland Florida,Died,1974-02-25,Pneumonia,1972-10-18,495.0,1
688,689,Bottlenose,"NOA0004590, AZA 86, MLF-361",Kipper,M,estimate,1969,Capture,1972-10-25,"Gulf of Mexico, FL, US","Gulf of Mexico, Florida Panhandle to Marineland of Florida (25-Oct-1972)",Marineland Florida,Died,1998-03-24,Old age,1972-10-25,9281.0,1
689,690,Bottlenose,"NOA0004589, MLF-360",Patti,F,estimate,1969,Capture,1972-10-30,Florida,Florida to Marineland of Florida (30-Oct-1972),Marineland Florida,Died,1974-05-21,Pneumonia,1972-10-30,568.0,1
691,692,"Pilot, Short-finned","NOA0004570, MLF-371",Stormy,M,estimate,1970,Capture,1976-03-16,"Pacific Ocean, CA, US","Pacific Ocean, California to Marineland of the Pacific (16-Mar-1976) to Marineland of Florida (30-Jun-1976)",Marineland Florida,Died,1978-03-26,Gastritis,1976-03-16,740.0,1
710,711,Bottlenose,"NOA0003880, AZA 115, TT-29 (Sea-Arama)",Sigma,U,estimate,1972,Capture,1975-08-01,"Gulf of Mexico, TX, US","Texas, Gulf of Mexico to Sea-Arama (01-Aug-1975) to Six Flags Over Texas (09-Mar-1990) to Mirage Dolphin Habitat (18-Oct-1990?)",Mirage Dolphin Habitat,Died,2004-03-21,Age-related heart failure,1975-08-01,10460.0,1
711,712,Bottlenose,"NOA0003881, AZA 116",Banjo,M,estimate,1972,Capture,1978-11-09,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to Quinlan Marine Attractions (09-Nov-1978) to Dinnes, probably Dolphin Connection (18-Jan-1982) to Mirage Dolphin Habitat (18-Oct-1990)",Mirage Dolphin Habitat,Died,2004-10-12,Age-related heart failure,1978-11-09,9469.0,1
712,713,Bottlenose,"NOA0003882, AZA 206, MD-2",Merlin,M,estimate,1978,Capture,1982-10-27,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to Dinnes, Dolphin Connection (27-Oct-1982) to Mirage Dolphin Habitat (18-Oct-1990)",Mirage Dolphin Habitat,Died,1994-10-27,Broncho-interstitial fungal pneumonia,1982-10-27,4383.0,1
713,714,Bottlenose,"NOA0003884, AZA 270",Darla,F,estimate,1981,Capture,1985-06-27,Gulf of Mexico,Gulf of Mexico to Dolphin Connection (27-Jun-1985) to Mirage Dolphin Habitat (18-Oct-1990),Mirage Dolphin Habitat,Died,1999-04-05,Severe chronic necrotizing pancreatitis,1985-06-27,5030.0,1
723,724,Killer Whale; Orca,"NOA0002510, SWF-OO-13",Ramu,M,estimate,1963,Capture,1967-02-15,"Yukon Harbor, WA, US","Sea Pen, Yukon Harbor to Seattle Marine Aquarium (24-Feb-1967) to SeaWorld San Diego (11-Mar-1967) to SeaWorld Orlando (June 1975?)",SeaWorld Orlando,Died,1982-01-12,Cardiopulmonary decomposition,1967-02-15,5445.0,1
724,725,Bottlenose,"NOA0002578, SWF1",Swf,U,estimate,,Capture,1972-03-01,"Unknown, US","Unknown, probably Florida to Unknown Holder to SeaWorld Orlando (??-???-????)",SeaWorld Orlando,Died,1976-03-15,Vaccine reaction,1972-03-01,1475.0,1
725,726,Bottlenose,"NOA0002575,SWF14",Swf,U,estimate,,Capture,1972-03-01,"Unknown, US","Unknown, probably Florida to Unknown Holder to SeaWorld Orlando (??-???-????)",SeaWorld Orlando,Died,1976-03-31,Erysipelas,1972-03-01,1491.0,1
726,727,Bottlenose,"NOA0002576, SWF16",Swf,U,estimate,,Capture,1972-03-01,"Unknown, US","Unknown, probably Florida to Unknown Holder to SeaWorld Orlando (??-???-????)",SeaWorld Orlando,Died,1976-03-27,Chronic nephritis,1972-03-01,1487.0,1
727,728,Bottlenose,"NOA0002574, SWF-19",Swf,U,estimate,,Capture,1972-03-01,"Unknown, US","Unknown, probably Florida to Unknown Holder to SeaWorld Orlando (??-???-????)",SeaWorld Orlando,Died,1976-04-03,Hepatitis,1972-03-01,1494.0,1
728,729,Killer Whale; Orca,"NOA0002513, 27",Canuck,M,estimate,1970,Capture,1972-03-12,"Carr Inlet, WA, US",Carr Inlet to Seattle Marine Aquarium (12-Mar-1972) to SeaWorld San Diego (13-Apr-1972) to SeaWorld Aurora (06-May-1973) to SeaWorld Orlando (15-Nov-1973),SeaWorld Orlando,Died,1974-12-01,"Anemia, fungal infection",1972-03-12,994.0,1
729,730,Bottlenose,"NOA0002622, SWF-20",,M,estimate,,Capture,1972-04-15,"Unknown, US","Unknown, probably Florida to Unknown Holder to SeaWorld Orlando (15-Apr-1972)",SeaWorld Orlando,Died,1974-08-31,Lung abscess,1972-04-15,868.0,1
730,731,Bottlenose,"NOA0002618, SWF 3",Swf ,U,estimate,,Capture,1972-06-01,"Unknown, US",Unknown to SeaWorld Orlando (??-???-????),SeaWorld Orlando,Died,1976-03-13,Vaccine reaction,1972-06-01,1381.0,1
731,732,Bottlenose,"NOA0002762, NOA0003910, MH-74-07-TT, 74-07",Spit,F,estimate,1966,Capture,1972-06-09,Florida Keys,Florida Keys to Dolphin Research Center (09-Jun-1972) to New England Aquarium (13-Feb-1974) to SeaWorld Orlando (18-Feb-1983),SeaWorld Orlando,Died,1983-12-18,"Multiple system failure, old age",1972-06-09,4209.0,1
732,733,Bottlenose,"NOA0002623, SWF-21",Juanita,F,estimate,,Capture,1972-12-15,"Unknown, US",Unknown to SeaWorld Orlando (15-Dec-1972),SeaWorld Orlando,Died,1974-10-07,Lung abscess,1972-12-15,661.0,1
733,734,Bottlenose,"NOA0002655, SWF-24",,M,estimate,,Capture,1972-12-16,"Unknown, US","Unknown, probably Florida to Unknown Holder to SeaWorld Orlando? (28-Jun-1979)",SeaWorld Orlando,Died,1979-06-28,Acute purulent bacterial pneumonia,1972-12-16,2385.0,1
734,735,Bottlenose,NOA0002587,,F,estimate,,Capture,1973-09-07,Florida Keys,Florida Keys to SeaWorld Orlando (07-Sep-1973),SeaWorld Orlando,Died,1976-03-15,Vaccine reaction,1973-09-07,920.0,1
735,736,Bottlenose,NOA0002585,,M,estimate,,Capture,1973-09-09,Florida Keys,Florida Keys to SeaWorld Orlando (09-Sep-1973),SeaWorld Orlando,Died,1994-11-21,Cardiovascular collapse,1973-09-09,7743.0,1
736,737,Bottlenose,"NOA0002588, 3",,F,estimate,,Capture,1973-09-10,Florida Keys,Florida Keys to SeaWorld Orlando (10-Sep-1973),SeaWorld Orlando,Died,1976-03-13,Vaccine reaction,1973-09-10,915.0,1
737,738,Bottlenose,"NOA0002620, SWF 4",,F,estimate,,Capture,1973-09-10,Florida Keys,Florida Keys to SeaWorld Orlando (10-Sep-1973),SeaWorld Orlando,Died,1976-02-29,Enteritis,1973-09-10,902.0,1
738,739,Bottlenose,"NOA0002590, 5",,F,estimate,,Capture,1973-09-13,Florida Keys,Florida Keys to SeaWorld Orlando (13-Sep-1973),SeaWorld Orlando,Died,1973-10-28,Hepatitis,1973-09-13,45.0,1
739,740,Bottlenose,NOA0002591,,F,estimate,,Capture,1973-09-14,Florida Keys,Florida Keys to SeaWorld Orlando (14-Sep-1973),SeaWorld Orlando,Died,1973-12-21,Shock syndrome,1973-09-14,98.0,1
740,741,Bottlenose,NOA0002586,,M,estimate,,Capture,1973-09-16,Florida Keys,Florida Keys to SeaWorld Orlando (16-Sep-1973),SeaWorld Orlando,Died,1975-12-23,"Heart issue, unspecified",1973-09-16,828.0,1
741,742,Bottlenose,NOA0002593,,F,estimate,,Capture,1973-09-18,Florida Keys,Florida Keys to SeaWorld Orlando (18-Sep-1973),SeaWorld Orlando,Died,1977-09-06,-,1973-09-18,1449.0,1
742,743,Bottlenose,"NOA0002594, 10",,F,estimate,,Capture,1973-09-19,Florida Keys,Florida Keys to SeaWorld Orlando (19-Sep-1973),SeaWorld Orlando,Died,1975-05-15,Lung abscess,1973-09-19,603.0,1
743,744,Bottlenose,NOA0002595,,F,estimate,,Capture,1973-09-19,Florida Keys,Florida Keys to to SeaWorld Orlando (19-Sep-1973),SeaWorld Orlando,Died,1973-12-26,Lung abscess,1973-09-19,98.0,1
744,745,Bottlenose,"NOA0002596, SWF-TT-12",Mary,M,estimate,,Capture,1973-09-20,Florida Keys,Florida Keys to SeaWorld Orlando (20-Sep-1973),SeaWorld Orlando,Died,1984-07-20,abdominal abscess,1973-09-20,3956.0,1
745,746,Bottlenose,NOA0002598,,F,estimate,,Capture,1973-09-23,Florida Keys,Florida Keys to SeaWorld Orlando (23-Sep-1973),SeaWorld Orlando,Died,1976-03-13,Vaccine reaction,1973-09-23,902.0,1
746,747,Bottlenose,NOA0002597,,F,estimate,,Capture,1973-09-23,Florida Keys,Florida Keys to SeaWorld Orlando (23-Sep-1973),SeaWorld Orlando,Died,1979-08-06,Pulmonary infection,1973-09-23,2143.0,1
747,748,Killer Whale; Orca,"NOA0002835, T009, SWF-OO-8701",Kanduke,M,estimate,1971,Capture,1975-08-16,"Pedder Bay, BC, Canada","Pedder Bay, British Columbia to Holding Pens, Pedder Bay (16-Aug-1975) to Marineland of Canada (18-Sep-1975) to SeaWorld Orlando (09-Jan-1987)",SeaWorld Orlando,Died,1990-09-20,Viral infection,1975-08-16,5514.0,1
748,749,Killer Whale; Orca,NOA0002920,Gudrun,F,estimate,1975,Capture,1976-10-25,"Iceland, Medallandsbugt","Iceland, North Atlantic, off Medallandsbugt to Floating Pen, Grindavík Harbor (25-Oct-1976) to Dolfinarium Harderwijk (13-Nov-1976)  to SeaWorld Orlando (17-Nov-1987)",SeaWorld Orlando,Died,1996-02-25,Complications following a stillbirth,1976-10-25,7062.0,1
749,750,Killer Whale; Orca,"NOA0002506, SWC-OO-7602",Kenau,F,estimate,1975,Capture,1976-10-25,"Iceland, Medallandsbugt","Iceland, North Atlantic, off Medallandsbugt to Floating Pen, Grindavík Harbor (25-Oct-1976) to Dolfinarium Harderwijk (13-Nov-1976) to SeaWorld San Diego (??-May-1977) to SeaWorld Aurora (16-Apr-1978) to SeaWorld San Diego (~ Sep 1978) to SeaWorld Aurora (~ Apr 1979) to SeaWorld San Diego (~ Sep 1979) to SeaWorld Aurora (~ Apr 1980) to SeaWorld San Diego (~ Sep 1980) to SeaWorld Aurora (~ Apr 1981) to SeaWorld San Diego (~ Sep 1981) to SeaWorld San Antonio (??-Feb-1988) to SeaWorld Orlando (??-Jan-1991)",SeaWorld Orlando,Died,1991-08-06,Bacterial pneumonia,1976-10-25,5398.0,1
750,751,Bottlenose,"NOA0002838, UNK0001053, AZA 80, SWF-TT-8601",Spanky,F,estimate,1968,Capture,1976-12-13,Unknown,Unknown to Dinnes (??) to SeaWorld Orlando (26-Feb-1986),SeaWorld Orlando,Died,1992-01-24,"Iron-storage disorder, severe renal stones",1976-12-13,5520.0,1
751,752,Bottlenose,"NOA0002674, SWF-TT-7703",Mac,M,estimate,,Capture,1977-01-06,"Unknown, US",Eastern Florida to SeaWorld Orlando (06-Jan-1977),SeaWorld Orlando,Died,1987-06-16,"Possible enterocolitis, with toxemia",1977-01-06,3813.0,1
752,753,Bottlenose,"NOA0002676, SWF-TT-7705",Tanya,F,estimate,1973,Capture,1977-01-08,"Unknown, US",Eastern Florida to SeaWorld Orlando (08-Jan-1977),SeaWorld Orlando,Died,2005-02-20,Acute bronchopneumonia,1977-01-08,10270.0,1
753,754,Bottlenose,SWF-TT-7704,,U,estimate,,Capture,1977-01-08,"Unknown, US",Eastern Florida to SeaWorld Orlando (08-Jan-1977),SeaWorld Orlando,Died,1987-06-16,Trauma resulting in a ruptured heart,1977-01-08,3811.0,1
754,755,Bottlenose,"NOA0002678, SWF-TT-7708",,F,estimate,,Capture,1977-04-16,"Unknown, US",Eastern Florida to SeaWorld Orlando (16-Apr-1977),SeaWorld Orlando,Died,1983-02-28,"Old age, chronic senile changes",1977-04-16,2144.0,1
755,756,Bottlenose,"NOA0002679, SWF-TT-7709",,M,estimate,1972,Capture,1977-04-17,"Unknown, US",Eastern Florida to SeaWorld Orlando (17-Apr-1977),SeaWorld Orlando,Died,1982-08-03,-,1977-04-17,1934.0,1
756,757,Bottlenose,"NOA0002680, SWF-TT-7720",Gigi,F,estimate,1972,Capture,1977-05-05,"Unknown, US",Eastern Florida to SeaWorld Orlando (05-May-1977),SeaWorld Orlando,Died,1983-02-07,Chronic parasitic gastritis and nephritis,1977-05-05,2104.0,1
757,758,Bottlenose,"NOA0002681, SWF-TT-7722",,F,estimate,,Capture,1977-05-05,"Unknown, US",Eastern Florida to SeaWorld Orlando (05-May-1977),SeaWorld Orlando,Died,1983-08-05,Bacterial septicemia,1977-05-05,2283.0,1
758,759,Bottlenose,"NOA0002685, SWF-TT-7723",Shannon,F,estimate,1975,Capture,1977-09-14,"Unknown, US",Eastern Florida to SeaWorld Orlando (14-Sep-1977),SeaWorld Orlando,Died,1988-09-25,"Recurrent mucor infection, possible immune dis.",1977-09-14,4029.0,1
759,760,Killer Whale; Orca,"NOA0002507, SWF-OO-7701",Kona Ii,F,estimate,1975,Capture,1977-10-12,"Iceland, Ingolfshöfdi","Iceland, North Atlantic, off Ingolfshöfdi to Floating Pen, Grindavík Harbor (??-Oct-1977) to Dolfinarium Harderwijk (12-Oct-1977) to SeaWorld Orlando (~ Dec 1977)",SeaWorld Orlando,Died,1987-10-15,-,1977-10-12,3655.0,1
760,761,Bottlenose,"NOA0002642, 28",,F,estimate,,Capture,1978-03-01,"Indian River, FL",Eastern Florida to SeaWorld Orlando (01-Mar-1978),SeaWorld Orlando,Died,1978-03-01,Pancreatitis and pneumonitis (Capture shock?),1978-03-01,0.0,1
761,762,Bottlenose,"NOA0002763, MH-82-221-TT",Bonnie,F,estimate,1972,Capture,1978-04-04,"Gulf of Mexico, MS, US","Mississippi, Gulf of Mexico to U.S. Navy (19-Apr-1978) to New England Aquarium (01-Nov-1982) to SeaWorld Orlando (18-Feb-1983)",SeaWorld Orlando,Died,1991-01-16,Terminal cardiovascular collapse,1978-04-04,4670.0,1
762,763,Bottlenose,"NOA0002645, 29",,F,estimate,,Capture,1978-08-23,"Indian River, FL","Indian River, Florida to SeaWorld Orlando (23-Aug-1978)",SeaWorld Orlando,Died,1978-11-24,Parasites,1978-08-23,93.0,1
763,764,Bottlenose,"NOA0002687, SWF-TT-7802",Wendy,F,estimate,1973,Capture,1978-08-24,"Indian River, FL","Indian River, Florida to SeaWorld Orlando (24-Aug-1978)",SeaWorld Orlando,Died,1983-02-17,"Purulent mastitis, septicemia",1978-08-24,1638.0,1
764,765,Bottlenose,"NOA0002686, SWF-TT-801",,F,estimate,,Capture,1978-08-24,"Indian River, FL","Indian River, Florida to SeaWorld Orlando (24-Aug-1978)",SeaWorld Orlando,Died,1979-04-02,Myositis,1978-08-24,221.0,1
765,766,Bottlenose,"NOA0002650, 38",,F,estimate,,Capture,1978-08-25,"Indian River, FL","Indian River, Florida to SeaWorld Orlando (25-Aug-1978) to SeaWorld Orlando (03-Oct-1978)",SeaWorld Orlando,Died,1978-10-03,-,1978-08-25,39.0,1
766,767,Bottlenose,"NOA0002688, SWF-TT-901",,F,estimate,,Capture,1979-02-14,"Indian River, FL","Indian River, Florida to SeaWorld Orlando (14-Feb-1979)",SeaWorld Orlando,Died,1980-08-03,"Pneumonitis, hemorrhages in adrenal cortex, lungs, stomach",1979-02-14,536.0,1
767,768,Bottlenose,"NOA0002689, SWF-TT-902",,F,estimate,,Capture,1979-02-15,"Indian River, FL","Indian River, Florida to SeaWorld Orlando (15-Feb-1979)",SeaWorld Orlando,Died,1979-08-14,Hepatitis,1979-02-15,180.0,1
768,769,Beluga,"NOA0002494, SWF-DL-7904",Spooky,F,estimate,,Capture,1979-07-24,"Hudson Bay, Canada","Hudson Bay, Manitoba to SeaWorld San Diego (25-Jul-1979) to SeaWorld San Antonio (1991?) to SeaWorld Orlando (05-May-1995)",SeaWorld Orlando,Died,2007-11-09,Acute fungal encephalitis,1979-07-24,10335.0,1
769,770,"White-sided, Pacific","NOA0002535, SWC-LO-8006, LO-86",,F,estimate,,Capture,1980-01-22,"Pacific Ocean, CA, US","Pacific Ocean, California to SeaWorld San Diego (22-Jan-1980) to SeaWorld Orlando (??-???-????)",SeaWorld Orlando,Died,1983-10-22,-,1980-01-22,1369.0,1
770,771,Bottlenose,"NOA0002656, SWF-TT-8005",,F,estimate,,Capture,1980-05-05,"Unknown, US",Eastern Florida to SeaWorld Orlando (05-May-1980),SeaWorld Orlando,Died,1982-09-07,Peritonitis,1980-05-05,855.0,1
